model_name,batch,temperature,source_file,dat_score,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.61073,chair,apple,happiness,book,ocean,key,mountain,blanket,music,bicycle
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.3181,mountain,chair,happiness,book,umbrella,river,pineapple,laptop,galaxy,friendship
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.555954,tree,book,happiness,airplane,hammer,laughter,mountain,cookie,umbrella,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,72.15861,book,chair,sun,love,water,happiness,tree,music,freedom,computer
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.6921,apple,chair,love,book,mountain,hammer,happiness,cloud,bicycle,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.84465,apple,chair,love,book,car,tree,happiness,table,music,phone
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.93552,chair,sky,apple,love,book,car,happiness,tree,coffee,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,80.30954,apple,chair,freedom,galaxy,laughter,hammer,ocean,pineapple,truth,violin
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.522644,rock,umbrella,happiness,laptop,mountain,tree,cookie,love,book,balloon
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.48824,dog,book,happiness,tree,car,mountain,music,chair,computer,sun
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,80.71685,cat,chair,freedom,banana,galaxy,laughter,hammer,courage,mountain,book
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,73.770996,dog,book,happiness,tree,car,love,cloud,chair,music,mountain
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,72.94372,dog,tree,love,book,car,happiness,phone,coffee,guitar,rain
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.83891,flower,chair,happiness,mountain,computer,umbrella,music,book,cloud,guitar
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.87695,chair,apple,love,computer,bridge,happiness,book,mountain,freedom,coffee
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.30739,flower,chair,happiness,mountain,book,elephant,cookie,sky,guitar,waterfall
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,73.95694,apple,chair,love,sky,book,dog,happiness,music,mountain,bicycle
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.9182,chair,banana,love,laptop,table,elephant,happiness,paper,mountain,water
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.014984,apple,chair,freedom,elephant,book,umbrella,love,mountain,bicycle,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.19956,chair,apple,love,book,cloud,bicycle,freedom,clock,music,diamond
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,73.837746,book,moon,chair,happiness,tree,car,love,apple,time,water
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.87344,dog,car,happiness,tree,book,ocean,chair,music,sun,cloud
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.66818,apple,chair,love,internet,elephant,freedom,book,sunrise,happiness,tree
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.691986,water,chair,happiness,mountain,guitar,book,umbrella,pizza,sun,tree
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.010185,apple,car,happiness,chair,mountain,book,lamp,freedom,river,laptop
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.064125,chair,umbrella,happiness,mountain,book,guitar,tea,cloud,scissors,waterfall
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.30171,apple,chair,freedom,ocean,hat,love,tree,book,music,happiness
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.11423,apple,chair,happiness,ocean,book,mountain,friendship,umbrella,music,diamond
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.45433,dog,table,happiness,cloud,book,fire,bicycle,laughter,tree,ocean
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.4758,apple,table,happiness,tree,book,ocean,computer,love,chair,sky
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.619644,chair,apple,happiness,mountain,book,car,ocean,table,love,sky
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,80.30165,apple,chair,happiness,book,ocean,hammer,cat,clock,mountain,love
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.86835,apple,chair,happiness,ocean,umbrella,book,freedom,mountain,keys,butterfly
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.64667,apple,chair,happiness,guitar,mountain,hammer,courage,book,cloud,bicycle
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.18138,cat,chair,happiness,mountain,umbrella,cookie,friendship,ocean,pencil,galaxy
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.31031,dog,chair,happiness,mountain,umbrella,pineapple,freedom,computer,book,starfish
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.53783,dog,book,happiness,tree,chair,freedom,coffee,mountain,computer,beach
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.09701,bird,chair,happiness,ocean,bicycle,courage,book,mountain,cloud,guitar
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.418205,dog,book,happiness,chair,ocean,diamond,tree,laughter,mountain,clock
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.915726,book,chair,happiness,ocean,tree,computer,love,mountain,camera,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.75447,flower,chair,happiness,pencil,ocean,elephant,music,cloud,bicycle,book
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.32926,dog,chair,happiness,mountain,book,umbrella,guitar,ocean,cloud,diamond
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.74327,dog,sun,chair,love,banana,freedom,book,mountain,music,happiness
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,80.08728,dog,book,happiness,mountain,chair,pineapple,computer,freedom,dream,telescope
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.6921,apple,chair,love,book,mountain,happiness,hammer,ocean,laughter,key
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,73.88642,apple,chair,love,mountain,book,happiness,tree,car,coffee,freedom
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,80.484245,flower,book,chair,happiness,mountain,pineapple,hammer,music,bicycle,cloud
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.90253,book,chair,happiness,cloud,mountain,cookie,love,bicycle,ocean,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.76145,apple,chair,happiness,mountain,book,umbrella,courage,cloud,bicycle,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.402916,chair,dog,happiness,book,tree,mountain,freedom,computer,water,imagination
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,80.09879,book,chair,happiness,elephant,watermelon,freedom,cloud,bicycle,laughter,mountain
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.33879,apple,chair,happiness,mountain,pencil,car,laughter,ocean,book,tree
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.86835,apple,chair,happiness,ocean,book,umbrella,freedom,mountain,guitar,sun
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,80.33814,tree,car,happiness,book,cloud,spoon,pencil,friendship,table,ocean
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,73.78833,bird,table,moon,happiness,car,book,tree,water,music,courage
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.79728,book,lamp,freedom,tree,chair,happiness,rock,spoon,water,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.01224,dog,chair,happiness,mountain,lemon,computer,laughter,book,car,umbrella
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,73.36241,elephant,book,love,chair,ocean,happiness,tree,computer,music,diamond
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.81001,tree,chair,happiness,book,mountain,computer,love,window,airplane,water
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.18026,dog,table,happiness,mountain,computer,umbrella,friendship,banana,freedom,book
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.74742,dog,book,happiness,tree,car,beach,lamp,music,mountain,sky
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.483315,dog,book,happiness,ocean,chair,freedom,mountain,music,love,airplane
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.02706,apple,chair,love,book,sky,hammer,water,music,coffee,tree
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.50303,dog,cloud,book,chair,love,camera,tree,apple,freedom,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.66582,dog,book,happiness,chair,ocean,computer,banana,freedom,mountain,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.93277,apple,chair,happiness,mountain,book,umbrella,freedom,guitar,ocean,cloud
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.1761,bird,table,love,umbrella,guitar,ocean,happiness,mountain,computer,book
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.45556,music,chair,happiness,mountain,banana,car,love,book,sky,peace
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.446365,chair,apple,happiness,car,book,ocean,tree,music,lamp,diamond
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.40075,apple,chair,love,ocean,book,hammer,freedom,tree,elephant,courage
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.003586,apple,chair,love,book,mountain,umbrella,happiness,car,tree,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.204895,apple,chair,freedom,ocean,book,love,mountain,music,happiness,car
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.271385,apple,chair,love,sunshine,elephant,book,freedom,guitar,mountain,cloud
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.88419,apple,chair,love,cloud,book,hammer,happiness,tree,ocean,laughter
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,81.257645,apple,chair,happiness,book,star,hammer,mountain,music,umbrella,diamond
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.33626,apple,chair,happiness,ocean,book,freedom,mountain,elephant,laughter,sunset
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.85247,apple,chair,love,mountain,freedom,book,elephant,rain,music,courage
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,73.208954,apple,chair,love,ocean,book,sun,happiness,guitar,elephant,freedom
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.585754,apple,chair,happiness,mountain,book,cloud,guitar,laughter,candle,ocean
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.86306,dog,book,happiness,tree,car,ocean,computer,flower,chair,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.00535,dog,chair,happiness,mountain,book,umbrella,pineapple,hammer,love,galaxy
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.81172,flower,book,happiness,mountain,spoon,laptop,dog,cloud,music,chair
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.80316,flower,hammer,book,happiness,mountain,chair,moon,cloud,toothbrush,laughter
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.23418,dog,planet,laughter,book,chair,love,banana,music,sunrise,diamond
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.24816,dog,book,happiness,tree,car,chocolate,chair,freedom,sky,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,72.70758,chair,tree,love,book,sun,elephant,happiness,mountain,cloud,ocean
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.46834,apple,chair,love,book,ocean,elephant,happiness,bicycle,moon,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.965546,book,chair,happiness,tree,computer,ocean,banana,love,mountain,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.27065,dog,chair,happiness,moon,book,umbrella,tree,love,pizza,ocean
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.6198,apple,chair,happiness,ocean,book,umbrella,mountain,laughter,computer,sun
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.573586,apple,chair,love,sun,book,car,ocean,pencil,happiness,tree
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,73.90344,chair,sky,apple,love,book,hat,tree,ocean,happiness,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.93255,apple,chair,happiness,mountain,book,sunshine,guitar,ocean,laughter,flower
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.36692,apple,chair,love,book,cloud,hammer,freedom,guitar,pineapple,moon
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.49712,book,chair,happiness,tree,car,mountain,computer,light,water,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.6835,apple,chair,love,ocean,book,mountain,happiness,computer,umbrella,tree
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.36691,apple,chair,freedom,book,cloud,hammer,love,mountain,music,pizza
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.915726,ocean,chair,happiness,tree,computer,love,book,bicycle,cloud,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.77508,flower,chair,happiness,mountain,book,elephant,water,computer,love,sun
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.565384,tree,bicycle,love,planet,book,hammer,music,bed,diamond,firefly
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.81528,apple,chair,love,elephant,sky,book,happiness,mountain,music,water
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.80788,apple,chair,love,book,sun,elephant,freedom,moon,guitar,happiness
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.444466,elephant,book,rainbow,chair,cookie,mountain,galaxy,laughter,hammer,ocean
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.50018,chair,mountain,happiness,book,car,tree,music,light,friendship,ocean
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.76145,apple,chair,happiness,umbrella,mountain,spoon,cloud,book,freedom,sun
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.345276,apple,chair,love,ocean,tree,happiness,computer,book,bottle,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.087555,chair,sun,happiness,book,elephant,ocean,freedom,cookie,mountain,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,72.994774,apple,chair,love,freedom,book,tree,happiness,star,car,ocean
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.03798,apple,chair,love,cloud,book,hammer,music,tree,ocean,happiness
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.6921,chair,apple,happiness,book,hammer,mountain,love,cloud,bicycle,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.350204,book,chair,happiness,tree,cloud,coffee,guitar,mountain,freedom,river
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.965546,book,chair,happiness,tree,banana,computer,ocean,hammer,music,basketball
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.95832,apple,chair,love,cloud,book,freedom,music,mountain,hammer,happiness
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.90772,flower,chair,love,umbrella,mountain,cookie,laughter,book,sunshine,elephant
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,81.201065,tree,book,happiness,chair,ocean,spoon,earthquake,flower,cloud,bicycle
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.41388,dog,sky,book,happiness,chair,ocean,smartphone,tree,love,car
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.43543,chair,sky,happiness,book,elephant,ocean,lamp,music,mountain,computer
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.9924,book,chair,love,tree,computer,happiness,rock,umbrella,cloud,coffee
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.2964,chair,apple,happiness,ocean,book,mountain,music,elephant,love,sunset
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.44638,tree,apple,car,happiness,book,ocean,chair,computer,love,mountain
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.421906,tree,chair,freedom,book,cloud,pencil,happiness,mountain,spoon,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,73.931305,book,chair,love,tree,money,happiness,computer,sky,pineapple,freedom
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,80.86787,chair,elephant,watermelon,love,guitar,cloud,book,pizza,sun,happiness
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.78352,apple,chair,love,mountain,book,happiness,car,ocean,tree,clock
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.54127,book,chair,love,elephant,rainbow,coffee,freedom,mountain,music,beach
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.489075,book,chair,happiness,computer,tree,cookie,love,beach,car,sky
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.6921,apple,chair,love,mountain,book,happiness,hammer,cloud,music,bicycle
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.14357,book,tree,happiness,hammer,cloud,bicycle,love,wallet,music,chair
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.6921,apple,chair,happiness,book,mountain,hammer,love,ocean,tree,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.772804,dog,chair,love,cloud,banana,freedom,book,mountain,laughter,car
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,78.55648,apple,table,happiness,elephant,camera,mountain,book,water,music,bicycle
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.96355,apple,chair,happiness,book,mountain,car,friendship,ocean,guitar,rainforest
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.01912,book,chair,happiness,dog,tree,computer,love,mountain,coffee,car
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.518105,chair,cloud,happiness,mountain,pencil,cake,tree,laughter,ocean,book
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.47707,apple,chair,love,book,cloud,hammer,laughter,mountain,ocean,time
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,73.7061,bird,table,love,book,ocean,hat,mountain,music,cookie,chair
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.835014,dog,umbrella,happiness,mountain,chair,honesty,tree,book,ocean,sky
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.99714,apple,chair,love,book,ocean,happiness,guitar,mountain,sun,laughter
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.401505,apple,chair,happiness,mountain,dog,book,freedom,moon,key,ocean
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,73.184715,tree,book,sunshine,chair,love,elephant,mountain,water,music,happiness
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.728485,book,chair,love,apple,sky,happiness,hammer,river,freedom,umbrella
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.3821,chair,cloud,book,tree,umbrella,cookie,happiness,mountain,guitar,ocean
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,79.597946,apple,chair,love,galaxy,hammer,freedom,book,mountain,music,window
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,80.41567,dog,chair,happiness,mountain,umbrella,book,spaceship,pineapple,friendship,raincoat
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.85797,book,chair,love,tree,lemon,freedom,computer,cloud,happiness,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.76799,bird,chair,happiness,book,mountain,water,computer,star,umbrella,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.11864,house,apple,happiness,chair,book,sky,car,love,tree,mountain
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.41097,car,chair,love,tree,book,ocean,happiness,phone,mountains,coffee
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.033966,apple,chair,love,book,sky,music,freedom,hammer,ocean,happiness
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.828354,dog,chair,love,cloud,book,tree,happiness,umbrella,mountain,music
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.679955,apple,chair,love,elephant,book,happiness,cloud,bicycle,music,window
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,75.25767,apple,table,love,book,chair,star,happiness,mountain,water,car
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.55076,book,chair,happiness,tree,car,music,computer,banana,love,ocean
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,74.38266,apple,chair,love,book,ocean,happiness,tree,hammer,music,mountain
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,76.94472,book,chair,happiness,tree,sky,pencil,music,cookie,love,ocean
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,80.87169,book,pineapple,skyscraper,love,elephant,chair,sunshine,music,ocean,time
GPT-3.5-Turbo,old_2024,0.5,average_machine_raw.csv,77.270164,dog,chair,happiness,book,ocean,lamp,freedom,tree,coffee,umbrella
